WBGeneID,SYMBOL,elt2_detected_in_L1,dineen_set,cluster.description,bound_class
WBGene00021082,zip-11,Direct,SET2,Increasing,ClassC
WBGene00021082,zip-11,Direct,SET2,Increasing,ClassC
WBGene00021114,W09C3.7,Indirect,SET3,Not_Bound,NA
WBGene00021121,W09G12.7,Direct,SET1,Larval,ClassD
WBGene00021127,W10C8.4,Indirect,SET2,Larval,NA
WBGene00021147,lgc-45,Indirect,SET6,Not_Bound,NA
WBGene00021148,W10G11.19,Indirect,SET4,L3_High,NA
WBGene00021160,gba-4,Direct,SET6,Larval,ClassA
WBGene00021164,Y5H2B.1,Indirect,SET6,Not_Bound,NA
WBGene00021167,cyp-32B1,Direct,SET6,Increasing,ClassB
WBGene00021167,cyp-32B1,Direct,SET6,Increasing,ClassB
WBGene00021167,cyp-32B1,Direct,SET6,Increasing,ClassB
WBGene00021171,Y8A9A.2,Indirect,SET2,Not_Bound,NA
WBGene00021172,Y8A9A.3,Indirect,SET2,Not_Bound,NA
WBGene00021173,Y8A9A.4,Indirect,SET2,Not_Bound,NA
WBGene00021178,Y9C9A.8,Direct,SET2,Not_Changing,ClassC
WBGene00021190,Y14H12A.1,Direct,SET6,Increasing,ClassA
WBGene00021190,Y14H12A.1,Direct,SET6,Increasing,ClassA
WBGene00021192,Y14H12B.2,Indirect,SET2,L3_High,NA
WBGene00021200,cyp-31A3,Indirect,SET2,Not_Bound,NA
WBGene00021201,Y17G9B.4,Indirect,SET2,Not_Bound,NA
WBGene00021206,memi-1,Indirect,SET2,Not_Bound,NA
WBGene00021215,Y18H1A.11,Indirect,SET1,Increasing,NA
WBGene00021253,Y22D7AL.15,Indirect,SET6,Not_Bound,NA
WBGene00021256,Y22D7AR.2,Indirect,SET6,Not_Bound,NA
WBGene00021259,glb-30,Indirect,SET6,Not_Bound,NA
WBGene00021261,Y22D7AR.7,Indirect,SET3,Not_Bound,NA
WBGene00021262,fbxa-74,Direct,SET3,Increasing,ClassB
WBGene00021281,ell-1,Direct,SET5,Increasing,ClassA
WBGene00021281,ell-1,Direct,SET5,L3_High,ClassA
WBGene00021281,ell-1,Direct,SET5,Increasing,ClassA
WBGene00021292,copb-1,Indirect,SET2,Increasing,NA
WBGene00021297,fbxc-55,Indirect,SET1,Embryo_Specific,NA
WBGene00021310,Y32H12A.1,Indirect,SET6,Not_Bound,NA
WBGene00021321,Y34B4A.5,Direct,SET6,Larval,ClassA
WBGene00021321,Y34B4A.5,Direct,SET6,Increasing,ClassA
WBGene00021322,Y34B4A.6,Direct,SET2,Increasing,ClassC
WBGene00021325,Y34B4A.9,Direct,SET3,Increasing,ClassC
WBGene00021335,spp-23,Indirect,SET6,Not_Bound,NA
WBGene00021336,Y34F4.1,Indirect,SET6,Not_Bound,NA
WBGene00021339,Y34F4.4,Indirect,SET3,Not_Bound,NA
WBGene00021340,Y34F4.5,Indirect,SET3,Increasing,NA
WBGene00021343,cutl-23,Indirect,SET2,Increasing,NA
WBGene00021352,pcyt-2.1,Direct,SET3,Increasing,ClassC
WBGene00021352,pcyt-2.1,Direct,SET3,Increasing,ClassC
WBGene00021354,fpn-1.1,Indirect,SET2,Larval,NA
WBGene00021354,fpn-1.1,Indirect,SET2,Increasing,NA
WBGene00021367,Y37E11AM.4,Indirect,SET5,Not_Bound,NA
WBGene00021367,Y37E11AM.3,Indirect,SET5,Not_Bound,NA
WBGene00021368,best-20,Indirect,SET2,Not_Bound,NA
WBGene00021396,cutl-24,Direct,SET2,Increasing,ClassC
WBGene00021397,Y38C1AA.6,Indirect,SET2,Embryo_Specific,NA
WBGene00021397,Y38C1AA.6,Indirect,SET2,Embryo_Specific,NA
WBGene00021397,Y38C1AA.6,Indirect,SET2,Embryo_Specific,NA
WBGene00021434,Y39A3A.3,Indirect,SET2,Larval,NA
WBGene00021435,Y39A3A.4,Indirect,SET2,Not_Changing,NA
WBGene00021464,ugt-31,Indirect,SET2,Not_Bound,NA
WBGene00021465,ekl-7,Indirect,SET2,Not_Bound,NA
WBGene00021473,sydn-1,Indirect,SET5,Not_Bound,NA
WBGene00021475,tbca-1,Indirect,SET2,Not_Bound,NA
WBGene00021490,Y40B10A.5,Indirect,SET6,Not_Bound,NA
WBGene00021491,comt-4,Indirect,SET1,Increasing,NA
WBGene00021494,Y40B10B.1,Indirect,SET1,Not_Bound,NA
WBGene00021495,sqst-2,Indirect,SET6,Increasing,NA
WBGene00021496,daf-42,Direct,SET2,Not_Changing,ClassD
WBGene00021500,Y40C7B.4,Direct,SET2,Increasing,ClassC
WBGene00021500,Y40C7B.4,Direct,SET2,Increasing,ClassC
WBGene00021500,Y40C7B.4,Direct,SET2,Larval,ClassC
WBGene00021503,ctsa-4.2,Direct,SET6,Larval,ClassA
WBGene00021504,Y41D4A.1,Indirect,SET2,Not_Bound,NA
WBGene00021517,Y41D4B.15,Indirect,SET2,Not_Bound,NA
WBGene00021518,hpo-6,Indirect,SET2,Increasing,NA
WBGene00021519,Y41D4B.17,Direct,SET2,Larval,ClassD
WBGene00021535,wht-7,Direct,SET2,L3_High,ClassC
WBGene00021535,wht-7,Direct,SET2,Increasing,ClassC
WBGene00021535,wht-7,Direct,SET2,Not_Changing,ClassC
WBGene00021546,laat-1,Indirect,SET2,Not_Bound,NA
WBGene00021555,pid-5,Indirect,SET2,Not_Bound,NA
WBGene00021556,Y45G5AM.3,Indirect,SET2,Not_Bound,NA
WBGene00021560,coh-4,Indirect,SET2,Not_Bound,NA
WBGene00021565,Y45G12C.1,Indirect,SET3,Increasing,NA
WBGene00021579,clec-73,Indirect,SET1,Not_Bound,NA
WBGene00021580,clec-174,Indirect,SET3,Increasing,NA
WBGene00021583,clec-72,Direct,SET3,Increasing,ClassB
WBGene00021583,clec-72,Direct,SET3,Larval,ClassB
WBGene00021583,clec-72,Direct,SET3,Larval,ClassB
WBGene00021585,clec-74,Direct,SET1,Increasing,ClassD
WBGene00021586,clec-75,Direct,SET6,Larval,ClassA
WBGene00021587,clec-76,Direct,SET6,Larval,ClassA
WBGene00021587,clec-76,Direct,SET6,Increasing,ClassA
WBGene00021589,Y46D2A.1,Direct,SET2,Larval,ClassD
WBGene00021590,Y46D2A.2,Direct,SET2,Increasing,ClassC
WBGene00021590,Y46D2A.2,Direct,SET2,Increasing,ClassC
WBGene00021590,Y46D2A.2,Direct,SET2,Larval,ClassC
WBGene00021590,Y46D2A.2,Direct,SET2,Increasing,ClassC
WBGene00021602,clec-205,Direct,SET3,Increasing,ClassC
WBGene00021606,NA,Indirect,SET2,Not_Bound,NA
WBGene00021635,Y47G6A.5,Direct,SET3,Larval,ClassC
WBGene00021635,Y47G6A.5,Direct,SET3,Increasing,ClassC
WBGene00021649,Y47G6A.25,Indirect,SET2,Not_Bound,NA
WBGene00021658,Y48G1A.2,Indirect,SET2,Not_Bound,NA
WBGene00021661,mbtr-1,Indirect,SET2,Not_Bound,NA
WBGene00021704,Y48G9A.11,Indirect,SET2,L3_High,NA
WBGene00021709,ugt-29,Indirect,SET1,Not_Bound,NA
WBGene00021740,Y50D4B.1,Indirect,SET1,Not_Bound,NA
WBGene00021746,Y50D4B.7,Indirect,SET6,Not_Bound,NA
WBGene00021765,Y51F10.4,Indirect,SET2,Not_Bound,NA
WBGene00021768,Y51F10.7,Direct,SET2,Increasing,ClassC
WBGene00021772,math-45,Direct,SET6,Increasing,ClassA
WBGene00021805,Y53G8AM.5,Indirect,SET6,Not_Bound,NA
WBGene00021814,Y53G8AR.7,Direct,SET3,Increasing,ClassB
WBGene00021814,Y53G8AR.7,Direct,SET3,L3_High,ClassB
WBGene00021814,Y53G8AR.7,Direct,SET3,Increasing,ClassB
WBGene00021820,nipa-1,Direct,SET2,Increasing,ClassC
WBGene00021820,nipa-1,Direct,SET2,Increasing,ClassC
WBGene00021820,nipa-1,Direct,SET2,Increasing,ClassC
WBGene00021832,syp-5,Indirect,SET2,Not_Bound,NA
WBGene00021852,Y54F10AM.8,Direct,SET6,Increasing,ClassA
WBGene00021860,fbxa-9,Direct,SET3,Increasing,ClassB
WBGene00021862,fbxa-48,Indirect,SET3,Increasing,NA
WBGene00021862,fbxa-48,Indirect,SET3,Increasing,NA
WBGene00021869,vrp-1,Indirect,SET6,L3_High,NA
WBGene00021870,samt-1,Indirect,SET2,Increasing,NA
WBGene00021872,clec-85,Direct,SET6,Increasing,ClassA
WBGene00021872,clec-85,Direct,SET6,Larval,ClassA
WBGene00021873,clec-82,Indirect,SET6,Not_Bound,NA
WBGene00021879,clec-83,Direct,SET3,Increasing,ClassB
WBGene00021880,Y54G2A.15,Indirect,SET4,Not_Bound,NA
WBGene00021883,Y54G2A.18,Indirect,SET2,L3_High,NA
WBGene00021887,fbxc-45,Indirect,SET2,Not_Bound,NA
WBGene00021888,manf-1,Indirect,SET2,L3_High,NA
WBGene00021888,manf-1,Indirect,SET2,L3_High,NA
WBGene00021893,ndnf-1,Indirect,SET1,Increasing,NA
WBGene00021895,clec-84,Indirect,SET4,Increasing,NA
WBGene00021895,clec-84,Indirect,SET4,Larval,NA
WBGene00021915,Y55D5A.1,Indirect,SET5,L3_High,NA
WBGene00021945,lem-4,Indirect,SET1,Increasing,NA
WBGene00021977,Y58A7A.3,Indirect,SET2,Not_Bound,NA
WBGene00021978,Y58A7A.4,Indirect,SET1,Not_Bound,NA
WBGene00021979,Y58A7A.5,Indirect,SET1,Not_Bound,NA
WBGene00021981,lgc-26,Indirect,SET2,Not_Bound,NA
WBGene00021984,Y59C2A.1,Indirect,SET6,Not_Bound,NA
WBGene00022013,Y60C6A.1,Indirect,SET3,Not_Bound,NA
WBGene00022034,deps-1,Indirect,SET2,Not_Bound,NA
WBGene00022035,Y65B4BL.3,Indirect,SET2,Not_Bound,NA
WBGene00022036,Y65B4BL.4,Indirect,SET2,Not_Bound,NA
WBGene00022040,Y65B4BR.1,Indirect,SET1,Increasing,NA
WBGene00022040,Y65B4BR.1,Indirect,SET1,Larval,NA
WBGene00022047,Y66H1A.5,Indirect,SET4,Increasing,NA
WBGene00022047,Y66H1A.5,Indirect,SET4,Increasing,NA
WBGene00022048,fln-1,Indirect,SET2,L3_High,NA
WBGene00022060,dmd-9,Indirect,SET1,Not_Bound,NA
WBGene00022061,Y67D8B.1,Direct,SET6,Not_Changing,ClassA
WBGene00022061,Y67D8B.1,Direct,SET6,Increasing,ClassA
WBGene00022086,sprr-3,Indirect,SET6,Not_Bound,NA
WBGene00022097,nhr-242,Indirect,SET6,Not_Bound,NA
WBGene00022101,Y69A2AR.32,Indirect,SET2,Not_Bound,NA
WBGene00022110,Y71F9AL.4,Indirect,SET2,Not_Bound,NA
WBGene00022113,Y71F9AL.8,Indirect,SET2,Increasing,NA
WBGene00022119,copa-1,Indirect,SET2,L3_High,NA
WBGene00022119,copa-1,Indirect,SET2,L3_High,NA
WBGene00022141,chaf-2,Indirect,SET2,Embryo_Specific,NA
WBGene00022142,Y71G12B.2,Indirect,SET2,Not_Bound,NA
WBGene00022178,cest-25,Direct,SET2,Increasing,ClassC
WBGene00022178,cest-25,Direct,SET2,Increasing,ClassC
WBGene00022179,Y71H2AM.14,Indirect,SET6,Not_Bound,NA
WBGene00022180,Y71H2AM.15,Indirect,SET2,Not_Bound,NA
WBGene00022181,pho-9,Direct,SET6,Larval,ClassB
WBGene00022181,pho-9,Direct,SET6,Increasing,ClassB
WBGene00022181,pho-9,Direct,SET6,Increasing,ClassB
WBGene00022200,fard-1,Direct,SET6,Increasing,ClassB
WBGene00022200,fard-1,Direct,SET6,Increasing,ClassB
WBGene00022200,fard-1,Direct,SET6,Increasing,ClassB
WBGene00022203,Y73B3A.1,Direct,SET1,Embryo_Specific,ClassD
WBGene00022203,Y73B3A.1,Direct,SET1,Not_Changing,ClassD
WBGene00022203,Y73B3A.1,Direct,SET1,L3_High,ClassD
WBGene00022244,Y73B6BL.23,Indirect,SET2,Not_Bound,NA
WBGene00022246,acp-7,Direct,SET3,Larval,ClassB
WBGene00022246,acp-7,Direct,SET3,Increasing,ClassB
WBGene00022255,tmed-13,Indirect,SET2,Not_Bound,NA
WBGene00022256,Y73B6BL.37,Indirect,SET6,Not_Bound,NA
WBGene00022257,puf-11,Indirect,SET2,Not_Bound,NA
WBGene00022261,clec-210,Direct,SET4,Increasing,ClassB
WBGene00022261,clec-210,Direct,SET4,Increasing,ClassB
WBGene00022268,Y73E7A.1,Indirect,SET1,Not_Bound,NA
WBGene00022269,aatf-1,Indirect,SET1,Not_Bound,NA
WBGene00022271,cpx-1,Indirect,SET6,Not_Bound,NA
WBGene00022275,Y74C9A.1,Direct,SET2,Increasing,ClassC
WBGene00022275,Y74C9A.1,Direct,SET2,L3_High,ClassC
WBGene00022276,nlp-40,Direct,SET6,Increasing,ClassA
WBGene00022276,nlp-40,Direct,SET6,Increasing,ClassA
WBGene00022276,nlp-40,Direct,SET6,Increasing,ClassA
WBGene00022281,abtm-1,Indirect,SET4,Not_Bound,NA
WBGene00022285,Y75B7AL.2,Indirect,SET2,Not_Bound,NA
WBGene00022302,Y76B12C.8,Indirect,SET6,Not_Bound,NA
WBGene00022325,fbxa-5,Indirect,SET6,Not_Bound,NA
WBGene00022326,fbxa-14,Direct,SET3,L3_High,ClassC
WBGene00022335,Y82E9BR.2,Indirect,SET2,Not_Bound,NA
WBGene00022337,pals-16,Direct,SET3,Increasing,ClassB
WBGene00022337,pals-16,Direct,SET3,Increasing,ClassB
WBGene00022337,pals-16,Direct,SET3,Increasing,ClassB
WBGene00022345,fbxa-138,Direct,SET4,Larval,ClassB
WBGene00022346,pals-17,Direct,SET4,Increasing,ClassB
WBGene00022346,pals-17,Direct,SET4,Increasing,ClassB
WBGene00022353,pals-18,Indirect,SET3,Increasing,NA
WBGene00022366,Y92H12BL.5,Indirect,SET5,L3_High,NA
WBGene00022366,Y92H12BL.5,Indirect,SET5,Not_Changing,NA
WBGene00022378,Y94H6A.5,Indirect,SET1,L3_High,NA
WBGene00022378,Y94H6A.5,Indirect,SET1,L3_High,NA
WBGene00022382,Y94H6A.10,Direct,SET2,Increasing,ClassC
WBGene00022382,Y94H6A.10,Direct,SET2,L3_High,ClassC
WBGene00022383,Y95B8A.2,Indirect,SET6,Not_Bound,NA
WBGene00022397,Y97E10AR.2,Indirect,SET1,Not_Bound,NA
WBGene00022399,Y97E10AR.4,Indirect,SET2,Not_Bound,NA
WBGene00022411,Y102A11A.1,Direct,SET6,Increasing,ClassA
WBGene00022411,Y102A11A.1,Direct,SET6,Larval,ClassA
WBGene00022413,Y102A11A.3,Direct,SET3,Larval,ClassB
WBGene00022413,Y102A11A.3,Direct,SET3,Increasing,ClassB
WBGene00022452,Y110A2AR.1,Indirect,SET2,L3_High,NA
WBGene00022462,Y110A7A.15,Indirect,SET2,Not_Bound,NA
WBGene00022469,Y119C1B.3,Indirect,SET6,Not_Bound,NA
WBGene00022474,zig-9,Indirect,SET6,Not_Bound,NA
WBGene00022486,fbxa-61,Indirect,SET6,Increasing,NA
WBGene00022487,fbxa-21,Direct,SET6,Larval,ClassA
WBGene00022490,Y119D3B.13,Indirect,SET6,Larval,NA
WBGene00022497,Y119D3B.21,Direct,SET3,Increasing,ClassC
WBGene00022499,set-30,Indirect,SET2,Not_Bound,NA
WBGene00022500,lfi-1,Indirect,SET6,Increasing,NA
WBGene00022500,lfi-1,Indirect,SET6,Increasing,NA
WBGene00022503,ZC13.2,Indirect,SET6,Not_Bound,NA
WBGene00022505,ZC21.3,Direct,SET2,Increasing,ClassD
WBGene00022506,ZC21.6,Indirect,SET6,Not_Bound,NA
WBGene00022515,ttr-48,Direct,SET6,Increasing,ClassA
WBGene00022515,ttr-48,Direct,SET6,Increasing,ClassA
WBGene00022515,ttr-48,Direct,SET6,Increasing,ClassA
WBGene00022550,droe-8,Indirect,SET3,Not_Bound,NA
WBGene00022562,ZC204.12,Direct,SET6,Larval,ClassB
WBGene00022562,ZC204.12,Direct,SET6,Larval,ClassB
WBGene00022567,ZC239.4,Indirect,SET6,Not_Bound,NA
WBGene00022571,ZC239.13,Direct,SET6,Increasing,ClassA
WBGene00022572,ZC239.14,Indirect,SET6,Not_Bound,NA
WBGene00022573,ZC239.15,Indirect,SET6,Not_Bound,NA
WBGene00022574,ZC239.16,Indirect,SET6,Increasing,NA
WBGene00022575,ZC239.17,Indirect,SET6,Not_Bound,NA
WBGene00022597,ZC395.5,Direct,SET6,Larval,ClassA
WBGene00022606,dmsr-9,Indirect,SET6,L3_High,NA
WBGene00022609,ZC416.2,Indirect,SET1,Not_Bound,NA
WBGene00022610,ltah-1.2,Direct,SET4,Larval,ClassB
WBGene00022610,ltah-1.2,Direct,SET4,Increasing,ClassB
WBGene00022610,ltah-1.2,Direct,SET4,Larval,ClassB
WBGene00022610,ltah-1.2,Direct,SET4,Larval,ClassB
WBGene00022615,ZC449.5,Direct,SET1,Increasing,ClassD
WBGene00022624,ZC487.2,Indirect,SET6,Not_Bound,NA
WBGene00022633,ZC581.3,Indirect,SET6,Not_Bound,NA
WBGene00022638,scl-27,Indirect,SET2,Not_Bound,NA
WBGene00022642,lipl-5,Direct,SET6,Increasing,ClassA
WBGene00022642,lipl-5,Direct,SET6,Increasing,ClassA
WBGene00022643,ZK6.8,Direct,SET5,Increasing,ClassA
WBGene00022643,ZK6.8,Direct,SET5,Larval,ClassA
WBGene00022644,dod-19,Direct,SET3,Increasing,ClassC
WBGene00022645,ZK6.11,Indirect,SET3,Not_Bound,NA
WBGene00022649,ZK84.1,Indirect,SET6,Increasing,NA
WBGene00022653,ZK105.1,Indirect,SET2,Not_Bound,NA
WBGene00022659,NA,Indirect,SET5,Not_Bound,NA
WBGene00022665,ZK154.1,Indirect,SET6,Not_Bound,NA
WBGene00022694,gcna-1,Indirect,SET2,Embryo_Specific,NA
WBGene00022698,ZK353.2,Indirect,SET1,Not_Bound,NA
WBGene00022709,ZK354.8,Indirect,SET2,Not_Bound,NA
WBGene00022715,irld-65,Indirect,SET6,Not_Bound,NA
WBGene00022717,hipr-1,Indirect,SET3,Larval,NA
WBGene00022721,ugtp-1,Direct,SET2,Increasing,ClassC
WBGene00022735,ZK418.6,Indirect,SET2,Not_Bound,NA
WBGene00022736,ZK418.7,Direct,SET2,Increasing,ClassD
WBGene00022737,tofu-7,Indirect,SET2,Not_Bound,NA
WBGene00022744,ZK470.1,Indirect,SET6,Not_Bound,NA
WBGene00022770,acp-1,Indirect,SET2,Larval,NA
WBGene00022775,ZK616.5,Indirect,SET2,Not_Bound,NA
WBGene00022782,ZK622.4,Direct,SET1,L3_High,ClassD
WBGene00022789,lron-2,Indirect,SET2,Not_Bound,NA
WBGene00022793,ZK686.3,Indirect,SET2,Increasing,NA
WBGene00022814,ZK742.4,Indirect,SET1,Not_Bound,NA
WBGene00022816,fbn-1,Direct,SET5,Increasing,ClassA
WBGene00022830,ZK973.1,Direct,SET2,Increasing,ClassC
WBGene00022838,ZK993.2,Indirect,SET6,Not_Bound,NA
WBGene00022847,ZK1055.6,Indirect,SET2,Not_Changing,NA
WBGene00022848,ZK1055.7,Indirect,SET2,Increasing,NA
WBGene00022853,ZK1127.6,Indirect,SET6,Not_Bound,NA
WBGene00022854,cin-4,Indirect,SET2,Not_Bound,NA
WBGene00022866,ZK1240.1,Indirect,SET6,Not_Bound,NA
WBGene00022867,ZK1240.2,Indirect,SET6,Not_Bound,NA
WBGene00022868,ZK1240.3,Direct,SET6,Larval,ClassA
WBGene00022868,ZK1240.3,Direct,SET6,Increasing,ClassA
WBGene00022870,ZK1240.5,Direct,SET6,Increasing,ClassA
WBGene00022873,ZK1240.9,Indirect,SET6,Not_Bound,NA
WBGene00023407,cex-1,Indirect,SET6,Not_Bound,NA
WBGene00023423,F43C1.7,Direct,SET2,Increasing,ClassD
WBGene00023423,F43C1.7,Direct,SET2,Increasing,ClassD
WBGene00023427,F14D2.15,Indirect,SET2,Not_Bound,NA
WBGene00023432,K12B6.9,Direct,SET3,Increasing,ClassB
WBGene00023432,K12B6.9,Direct,SET3,Increasing,ClassB
WBGene00023432,K12B6.9,Direct,SET3,Larval,ClassB
WBGene00023451,mlc-7,Indirect,SET1,Not_Bound,NA
WBGene00023460,F46H6.5,Indirect,SET2,Not_Bound,NA
WBGene00023483,Y75B8A.39,Indirect,SET2,Not_Bound,NA
WBGene00023484,Y54G2A.37,Indirect,SET3,Not_Bound,NA
WBGene00023485,ttr-49,Direct,SET6,Increasing,ClassB
WBGene00023489,F42A10.9,Indirect,SET6,Increasing,NA
WBGene00023489,F42A10.9,Indirect,SET6,Increasing,NA
WBGene00023489,F42A10.9,Indirect,SET6,L3_High,NA
WBGene00023490,F36A2.14,Indirect,SET2,Not_Bound,NA
WBGene00043062,clec-80,Indirect,SET6,Not_Bound,NA
WBGene00043702,Y54G2A.7,Indirect,SET6,Not_Bound,NA
WBGene00043981,T14E8.4,Indirect,SET2,Not_Bound,NA
WBGene00043982,B0403.6,Indirect,SET2,Not_Bound,NA
WBGene00043983,C39D10.11,Direct,SET6,Increasing,ClassB
WBGene00043995,F40F12.9,Indirect,SET3,Larval,NA
WBGene00043997,Y79H2A.12,Indirect,SET6,Not_Bound,NA
WBGene00044006,nlp-82,Indirect,SET6,Not_Bound,NA
WBGene00044007,ZK1320.13,Indirect,SET6,Not_Bound,NA
WBGene00044016,C35A5.10,Indirect,SET2,Not_Bound,NA
WBGene00044029,C05D12.7,Indirect,SET2,Not_Bound,NA
WBGene00044030,Y17G7B.23,Indirect,SET1,Not_Bound,NA
WBGene00044032,ceh-99,Indirect,SET2,Increasing,NA
WBGene00044035,F27E5.7,Indirect,SET6,Not_Bound,NA
WBGene00044045,R11G10.3,Direct,SET6,Larval,ClassA
WBGene00044067,zipt-7.1,Indirect,SET2,Increasing,NA
WBGene00044073,tag-244,Indirect,SET3,Not_Bound,NA
WBGene00044082,D1086.12,Indirect,SET6,Not_Bound,NA
WBGene00044106,srbc-84,Indirect,SET3,Not_Bound,NA
WBGene00044107,F58G6.9,Direct,SET4,Increasing,ClassB
WBGene00044120,C36B1.13,Indirect,SET6,Not_Bound,NA
WBGene00044147,M163.11,Indirect,SET1,Increasing,NA
WBGene00044169,C06C3.10,Indirect,SET6,Increasing,NA
WBGene00044206,T26H5.9,Direct,SET6,Larval,ClassA
WBGene00044211,Y60A3A.25,Indirect,SET3,Not_Bound,NA
WBGene00044212,Y68A4A.13,Indirect,SET6,Not_Bound,NA
WBGene00044213,Y102A5C.36,Indirect,SET2,Not_Bound,NA
WBGene00044221,F41G3.18,Indirect,SET4,Larval,NA
WBGene00044237,pals-9,Indirect,SET3,Not_Bound,NA
WBGene00044238,C30H6.12,Indirect,SET1,Not_Bound,NA
WBGene00044249,F55B11.6,Indirect,SET2,Not_Bound,NA
WBGene00044258,Y57G11C.51,Indirect,SET2,Not_Bound,NA
WBGene00044280,W02A2.9,Direct,SET2,Increasing,ClassD
WBGene00044284,spp-21,Indirect,SET3,Not_Bound,NA
WBGene00044291,C25F9.10,Direct,SET6,Increasing,ClassA
WBGene00044292,F56D6.8,Indirect,SET5,Not_Bound,NA
WBGene00044295,C09E7.10,Indirect,SET6,Not_Bound,NA
WBGene00044296,F10C1.9,Direct,SET6,Increasing,ClassA
WBGene00044296,F10C1.9,Direct,SET6,Larval,ClassA
WBGene00044301,lgc-28,Indirect,SET2,Not_Bound,NA
WBGene00044316,F41G3.21,Indirect,SET2,Not_Bound,NA
WBGene00044331,clec-25,Indirect,SET3,Not_Bound,NA
WBGene00044332,clec-36,Indirect,SET4,Larval,NA
WBGene00044361,K09F6.11,Indirect,SET6,Not_Bound,NA
WBGene00044373,C17F4.11,Indirect,SET6,Not_Bound,NA
WBGene00044376,Y49F6B.12,Indirect,SET5,Not_Bound,NA
WBGene00044379,F40H7.12,Indirect,SET2,Not_Bound,NA
WBGene00044381,K10G6.5,Direct,SET6,Increasing,ClassA
WBGene00044382,Y14H12A.2,Direct,SET6,Larval,ClassA
WBGene00044389,C27D6.12,Indirect,SET6,Not_Bound,NA
WBGene00044403,fbxa-219,Direct,SET3,Increasing,ClassB
WBGene00044403,fbxa-219,Direct,SET3,Larval,ClassB
WBGene00044404,NA,Indirect,SET6,Not_Bound,NA
WBGene00044421,D1007.18,Direct,SET6,Increasing,ClassA
WBGene00044428,T01D1.7,Indirect,SET6,Not_Bound,NA
WBGene00044433,W10C8.6,Indirect,SET1,L3_High,NA
WBGene00044455,F23F12.13,Direct,SET6,Larval,ClassA
WBGene00044457,C18H7.11,Direct,SET6,Larval,ClassA
WBGene00044458,K11H12.10,Direct,SET2,Increasing,ClassC
WBGene00044464,Y77E11A.16,Indirect,SET6,Not_Changing,NA
WBGene00044469,clec-173,Direct,SET6,Increasing,ClassA
WBGene00044471,F56D6.9,Indirect,SET6,Not_Bound,NA
WBGene00044472,dct-8,Indirect,SET5,Larval,NA
WBGene00044481,ZK185.5,Direct,SET6,Increasing,ClassA
WBGene00044481,ZK185.5,Direct,SET6,Larval,ClassA
WBGene00044485,Y54G2A.41,Direct,SET6,Increasing,ClassA
WBGene00044485,Y54G2A.41,Direct,SET6,Increasing,ClassA
WBGene00044488,Y54G2A.45,Direct,SET6,Increasing,ClassA
WBGene00044488,Y54G2A.45,Direct,SET6,Increasing,ClassA
WBGene00044492,Y54G2A.49,Indirect,SET4,Not_Bound,NA
WBGene00044500,T19E7.6,Direct,SET1,Increasing,ClassD
WBGene00044502,C46G7.5,Indirect,SET2,Not_Bound,NA
WBGene00044512,W03F9.11,Indirect,SET6,Not_Bound,NA
WBGene00044514,R09E12.9,Indirect,SET6,Not_Bound,NA
WBGene00044527,Y39H10B.2,Indirect,SET4,Not_Bound,NA
WBGene00044535,K11D12.13,Indirect,SET2,Not_Bound,NA
WBGene00044536,F14F9.8,Indirect,SET6,L3_High,NA
WBGene00044545,EGAP9.4,Indirect,SET2,Not_Bound,NA
WBGene00044551,ZK105.8,Indirect,SET6,Not_Bound,NA
WBGene00044569,C25F6.8,Indirect,SET2,Not_Bound,NA
WBGene00044579,C06E2.9,Indirect,SET1,Not_Bound,NA
WBGene00044607,K02A11.4,Indirect,SET6,Increasing,NA
WBGene00044611,T27A3.8,Direct,SET2,L3_High,ClassD
WBGene00044611,T27A3.8,Direct,SET2,Increasing,ClassD
WBGene00044617,bus-1,Indirect,SET6,Not_Bound,NA
WBGene00044623,bus-8,Indirect,SET1,Not_Bound,NA
WBGene00044637,rft-1,Indirect,SET3,Increasing,NA
WBGene00044640,B0432.14,Indirect,SET6,Not_Bound,NA
WBGene00044644,B0205.13,Indirect,SET2,L3_High,NA
WBGene00044655,fbxa-194,Indirect,SET1,Not_Bound,NA
WBGene00044658,C01G10.17,Indirect,SET1,Not_Bound,NA
WBGene00044661,fbxa-143,Indirect,SET2,Not_Bound,NA
WBGene00044672,fbxa-4,Direct,SET2,Larval,ClassC
WBGene00044672,fbxa-4,Direct,SET2,Increasing,ClassC
WBGene00044672,fbxa-4,Direct,SET2,Increasing,ClassC
WBGene00044687,B0563.9,Indirect,SET2,Not_Bound,NA
WBGene00044696,F52E1.14,Direct,SET6,Larval,ClassA
WBGene00044707,pals-15,Direct,SET3,Increasing,ClassC
WBGene00044707,pals-15,Direct,SET3,L3_High,ClassC
WBGene00044708,pals-11,Indirect,SET3,Not_Bound,NA
WBGene00044709,pals-12,Indirect,SET3,Not_Bound,NA
WBGene00044719,clec-172,Indirect,SET6,Increasing,NA
WBGene00044719,clec-172,Indirect,SET6,Larval,NA
WBGene00044720,metl-2,Indirect,SET5,Not_Bound,NA
WBGene00044723,K11H12.11,Indirect,SET6,Not_Bound,NA
WBGene00044744,F10G7.12,Indirect,SET6,Not_Bound,NA
WBGene00044754,Y119C1B.12,Indirect,SET2,Not_Bound,NA
WBGene00044757,Y55F3BR.11,Indirect,SET6,L3_High,NA
